Full Label,Numeric Label,URL,Propagation Vector
0.1067MnSiN2,0.1067,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1067,"0, 0, 0"
0.1068LuCrO3,0.1068,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1068,"0, 0, 0"
0.1069Er2CuMn5O12,0.1069,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1069,"0, 0, 0"
0.1070Er2CuMn5O12,0.107,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1070,"0, 0, 0"
0.1071Fe2SiO4,0.1071,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1071,"0, 0, 0"
0.1072Fe2SiO4,0.1072,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1072,"0, 0, 0"
0.1073Cr2CoAl,0.1073,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1073,"0, 0, 0"
0.1074Cr2(Co0.8Cr0.2)Al,0.1074,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1074,"0, 0, 0"
0.1075Cs2Fe2(MoO4)3,0.1075,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1075,"0, 0, 0"
0.1076Li2Ni2W2O9,0.1076,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1076,"0, 0, 0"
0.1077Cu2(MoO4)(SeO3),0.1077,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1077,"0, 0, 0"
0.1078[Na(OH2)3]Mn(NCS)3,0.1078,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1078,"0, 0, 0"
0.1079Cu1.94Zn0.06V2O7,0.1079,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1079,"0, 0, 0"
0.1080Ca2Fe2O5,0.108,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1080,"0, 0, 0"
0.1081Mn2Au,0.1081,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1081,"0, 0, 0"
0.1082LuCrWO6,0.1082,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1082,"0, 0, 0"
0.1083RuP3SiO11,0.1083,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1083,"0, 0, 0"
0.1084Sr2Fe2O5,0.1084,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1084,"0, 0, 0"
0.1085PrFeO3,0.1085,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1085,"0, 0, 0"
0.1086Ho2Os2O7,0.1086,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1086,"0, 0, 0"
0.1087K2Co3(MoO4)3(OH)2,0.1087,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1087,"0, 0, 0"
0.1088Co0.28NbSe2,0.1088,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1088,"0, 0, 0"
0.1089TmGa,0.1089,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1089,"0, 0, 0"
0.1090NH4CrF3,0.109,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1090,"0, 0, 0"
0.1091La2O3Mn2Se2,0.1091,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1091,"0, 0, 0"
0.1092La2O3Mn2Se2,0.1092,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1092,"0, 0, 0"
0.1093La2O3Mn2Se2,0.1093,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1093,"0, 0, 0"
0.1094Eu2In,0.1094,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1094,"0, 0, 0"
0.1095Y0.2La0.2Pr0.2Nd0.2Tb0.2MnO3,0.1095,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1095,"0, 0, 0"
0.1096Y0.2La0.2Pr0.2Nd0.2Tb0.2MnO3,0.1096,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1096,"0, 0, 0"
0.1097NdGa,0.1097,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1097,"0, 0, 0"
0.1098NdGa,0.1098,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1098,"0, 0, 0"
0.1099NdGaD0.9,0.1099,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1099,"0, 0, 0"
0.1100Sr2VCrAsO3,0.11,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1100,"0, 0, 0"
0.1101Sr2VCrAsO3,0.1101,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1101,"0, 0, 0"
0.1102La4Co3O9,0.1102,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1102,"0, 0, 0"
0.1103EuSc2Te4,0.1103,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1103,"0, 0, 0"
0.1104GdCrO3,0.1104,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1104,"0, 0, 0"
0.1105GdCrO3,0.1105,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1105,"0, 0, 0"
0.1106CaCo2TeO6,0.1106,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1106,"0, 0, 0"
0.1107NdNi4Si,0.1107,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1107,"0, 0, 0"
0.1108LaTbMnCoO6,0.1108,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1108,"0, 0, 0"
0.1109Er2MnCoO6,0.1109,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1109,"0, 0, 0"
0.1110Tb2MnCoO6,0.111,https://www.cryst.ehu.es/magndata/index.php?this_label=0.1110,"0, 0, 0"
1.0.1Ag2CrO2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.2URu0.96Rh0.04Si2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.3CsCoBr3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.4CsNiCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.5Sr3CoIrO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.6CoV2O6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.7LuFe2O4,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.8Ba3MnNb2O9,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.9CsCoCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.10Sr3NiIrO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.11CeCoGe3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.12UAu2Si2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.13FeI2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.14CsFeCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.15La0.33Sr0.67FeO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.16La0.33Sr0.67FeO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.17CaBaCo2Fe2O7,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.18Cs2MnU3F16,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.19Cs2CoU3F16,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.20Cs2NiU3F16,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.21K2Mn3(VO4)2CO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.22K2Mn3(VO4)2CO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.23Dy3Ru4Al12,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.24ThMn2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.25CaBaCo3FeO7,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.26RbCoBr3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.27Li2MnTeO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.28Tb(DCO2)3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.29CeIrGe3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.30LaCa2Fe3O9,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.31EuIn2As2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.32EuIn2As2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.33FeF3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.34RbNiCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.35CsMnBr3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.36CsMnI3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.37CsMnI3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.38CsCoCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.39BaMnO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.40RbFeCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.41RbNiCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.42CsNiCl3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.43UPd2Si2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.44Ba3CoSb2O9,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.45Ba3CoSb2O9,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.46Ba3MnSb2O9,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.47MnSe2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.48MnSe2,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.49BaCoSiO4,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.50CoGeO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.51Na2MnTeO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.52Tb14Ag51,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.53Ho2Ni2Pb,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.54Ho2Ni2Pb,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.55Nd0.33Sr0.67FeO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.56Pr0.33Sr0.67FeO3,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.57NdAlGe,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.58Li2MnTeO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.0.59Na2MnTeO6,1.0,https://www.cryst.ehu.es/magndata/index.php?this_label=1.0,Not found
1.1Mn3O4,1.1,https://www.cryst.ehu.es/magndata/index.php?this_label=1.1,"1/2, 0, 0"
1.2CuSe2O5,1.2,https://www.cryst.ehu.es/magndata/index.php?this_label=1.2,"1, 0, 0"
1.3Sr2IrO4,1.3,https://www.cryst.ehu.es/magndata/index.php?this_label=1.3,"1, 1, 1"
1.4YBa2Cu3O6+d,1.4,https://www.cryst.ehu.es/magndata/index.php?this_label=1.4,"1/2, 1/2, 0"
1.5YBa2Cu3O6+d,1.5,https://www.cryst.ehu.es/magndata/index.php?this_label=1.5,"1/2, 1/2, 1/2"
1.6NiO,1.6,https://www.cryst.ehu.es/magndata/index.php?this_label=1.6,"1/2, 1/2, 1/2"
1.7NdFe3B4O12,1.7,https://www.cryst.ehu.es/magndata/index.php?this_label=1.7,"0, 0, 3/2"
1.8CeRu2Al10,1.8,https://www.cryst.ehu.es/magndata/index.php?this_label=1.8,"1, 0, 0"
1.9Li2VOSiO4,1.9,https://www.cryst.ehu.es/magndata/index.php?this_label=1.9,"1/2, 1/2, 0"
1.10Na2IrO3,1.1,https://www.cryst.ehu.es/magndata/index.php?this_label=1.10,"0, 1, 1/2"
1.11Bi4Fe5O13F,1.11,https://www.cryst.ehu.es/magndata/index.php?this_label=1.11,"1/2, 1/2, 0"
1.12BaNd0.9Y0.1MoO6,1.12,https://www.cryst.ehu.es/magndata/index.php?this_label=1.12,"1, 1, 1"
1.13Ba3Nb2NiO9,1.13,https://www.cryst.ehu.es/magndata/index.php?this_label=1.13,"1/3, 1/3, 3/2"
1.14Ho2BaNiO5,1.14,https://www.cryst.ehu.es/magndata/index.php?this_label=1.14,"1/2, 0, 1/2"
1.15Er2BaNiO5,1.15,https://www.cryst.ehu.es/magndata/index.php?this_label=1.15,"1/2, 0, 1/2"
1.16BaFe2As2,1.16,https://www.cryst.ehu.es/magndata/index.php?this_label=1.16,"1/2, 1/2, 0"
1.17CoV2O6-alpha,1.17,https://www.cryst.ehu.es/magndata/index.php?this_label=1.17,"1, 0, 1/2"
1.18MnS2,1.18,https://www.cryst.ehu.es/magndata/index.php?this_label=1.18,"0, 1/2, 0"
1.19PrMn2O5,1.19,https://www.cryst.ehu.es/magndata/index.php?this_label=1.19,"1/2, 0, 0"
1.20HoMnO3,1.2,https://www.cryst.ehu.es/magndata/index.php?this_label=1.20,"1/2, 0, 0"
1.21DyCo2Si2,1.21,https://www.cryst.ehu.es/magndata/index.php?this_label=1.21,"0, 0, 1"
1.22DyCu2Si2,1.22,https://www.cryst.ehu.es/magndata/index.php?this_label=1.22,"1/2, 0, 1/2"
1.23La2CuO4,1.23,https://www.cryst.ehu.es/magndata/index.php?this_label=1.23,"1, 0, 0"
1.24ZnV2O4,1.24,https://www.cryst.ehu.es/magndata/index.php?this_label=1.24,"0, 0, 1"
1.25KFe3(OH)6(SO4)2,1.25,https://www.cryst.ehu.es/magndata/index.php?this_label=1.25,"0, 0, 3/2"
1.26CsFe2Se3,1.26,https://www.cryst.ehu.es/magndata/index.php?this_label=1.26,"1/2, 1/2, 0"
1.27TaFe1+yTe3,1.27,https://www.cryst.ehu.es/magndata/index.php?this_label=1.27,"1/2, 0, 1/2"
1.28CrN,1.28,https://www.cryst.ehu.es/magndata/index.php?this_label=1.28,"1/2, 1/2, 0"
1.29LaSrFeO4,1.29,https://www.cryst.ehu.es/magndata/index.php?this_label=1.29,"1/2, 1/2, 0"
1.30BaCo2V2O8,1.3,https://www.cryst.ehu.es/magndata/index.php?this_label=1.30,"1, 0, 0"
1.31MnO,1.31,https://www.cryst.ehu.es/magndata/index.php?this_label=1.31,"0.5, 0.5, 0.5"
1.32Lu2MnCoO6,1.32,https://www.cryst.ehu.es/magndata/index.php?this_label=1.32,"0, 0, 1/2"
1.33ErAuGe,1.33,https://www.cryst.ehu.es/magndata/index.php?this_label=1.33,"1/2, 0, 0"
1.34HoAuGe,1.34,https://www.cryst.ehu.es/magndata/index.php?this_label=1.34,"1/2, 0, 0"
1.35LiErF4,1.35,https://www.cryst.ehu.es/magndata/index.php?this_label=1.35,"1, 1, 1"
1.36Dy2BaNiO5,1.36,https://www.cryst.ehu.es/magndata/index.php?this_label=1.36,"1/2, 0, 1/2"
1.37VOCl,1.37,https://www.cryst.ehu.es/magndata/index.php?this_label=1.37,"1/2, 1/2, 1/2"
1.38Nd2NaOsO6,1.38,https://www.cryst.ehu.es/magndata/index.php?this_label=1.38,"1/2, 1/2, 0"
1.39LiFeGe2O6,1.39,https://www.cryst.ehu.es/magndata/index.php?this_label=1.39,"1/2, 0, 0"
1.40SrNdFeO4,1.4,https://www.cryst.ehu.es/magndata/index.php?this_label=1.40,"1/2, 1/2, 0"
1.41SrNdFeO4,1.41,https://www.cryst.ehu.es/magndata/index.php?this_label=1.41,"1/2, 1/2, 0"
1.42La2NiO4,1.42,https://www.cryst.ehu.es/magndata/index.php?this_label=1.42,"1, 0, 0"
1.43PrNiO3,1.43,https://www.cryst.ehu.es/magndata/index.php?this_label=1.43,"1/2, 0, 1/2"
1.44NdNiO3,1.44,https://www.cryst.ehu.es/magndata/index.php?this_label=1.44,"1/2, 0, 1/2"
1.45NdNiO3,1.45,https://www.cryst.ehu.es/magndata/index.php?this_label=1.45,"1/2, 0, 1/2"
1.46Sr2FeOsO6,1.46,https://www.cryst.ehu.es/magndata/index.php?this_label=1.46,"0, 0, 1/2"
1.47Sr2FeOsO6,1.47,https://www.cryst.ehu.es/magndata/index.php?this_label=1.47,"1, 1, 1"
1.48HoNiO3,1.48,https://www.cryst.ehu.es/magndata/index.php?this_label=1.48,"1/2, 0, 1/2"
1.49Ag2NiO2,1.49,https://www.cryst.ehu.es/magndata/index.php?this_label=1.49,"0, 2/3, 1/2"
1.50AgNiO2,1.5,https://www.cryst.ehu.es/magndata/index.php?this_label=1.50,"1/2, 0, 0"
1.51Cs2CoCl4,1.51,https://www.cryst.ehu.es/magndata/index.php?this_label=1.51,"0, 1/2, 1/2"
1.52CaFe2As2,1.52,https://www.cryst.ehu.es/magndata/index.php?this_label=1.52,"1/2, 1/2, 0"
1.53Er2BaNiO5,1.53,https://www.cryst.ehu.es/magndata/index.php?this_label=1.53,"1/2, 0, 1/2"
1.54GdMn2O5,1.54,https://www.cryst.ehu.es/magndata/index.php?this_label=1.54,"1/2, 0, 0"
1.55Na2MnF5,1.55,https://www.cryst.ehu.es/magndata/index.php?this_label=1.55,"0, 1/2, 0"
1.56Gd2Ti2O7,1.56,https://www.cryst.ehu.es/magndata/index.php?this_label=1.56,"1/2, 1/2, 1/2"
1.57CuMnO2,1.57,https://www.cryst.ehu.es/magndata/index.php?this_label=1.57,"-1/2, 1/2, 1/2"
1.58La2O2Fe2OSe2,1.58,https://www.cryst.ehu.es/magndata/index.php?this_label=1.58,"1/2, 0, 1/2"
1.59KTb3F12,1.59,https://www.cryst.ehu.es/magndata/index.php?this_label=1.59,"1, 0, 0"
1.60Ca3Co2O6,1.6,https://www.cryst.ehu.es/magndata/index.php?this_label=1.60,"1/2, -1/2, 1"
1.61MnWO4,1.61,https://www.cryst.ehu.es/magndata/index.php?this_label=1.61,"1/4, 1/2, 1/2"
1.62CuO,1.62,https://www.cryst.ehu.es/magndata/index.php?this_label=1.62,"1/2, 0, -1/2"
1.63MnPb4Sb6S14,1.63,https://www.cryst.ehu.es/magndata/index.php?this_label=1.63,"1/2, 0, 0"
1.64BaNiF4,1.64,https://www.cryst.ehu.es/magndata/index.php?this_label=1.64,"1/2, 1/2, 0"
1.65SrFeO2,1.65,https://www.cryst.ehu.es/magndata/index.php?this_label=1.65,"1/2, 1/2, 1/2"
1.66Fe(ND3)2PO4,1.66,https://www.cryst.ehu.es/magndata/index.php?this_label=1.66,"1/2, 0, 0"
1.67TmPtIn,1.67,https://www.cryst.ehu.es/magndata/index.php?this_label=1.67,"1/4, 1/4, 1/2"
1.68NaNdFeWO6,1.68,https://www.cryst.ehu.es/magndata/index.php?this_label=1.68,"1/2, 0, 1/2"
1.69CoO,1.69,https://www.cryst.ehu.es/magndata/index.php?this_label=1.69,"1/2, 1/2, 1/2"
1.70CoV2O6,1.7,https://www.cryst.ehu.es/magndata/index.php?this_label=1.70,"0, 1, 1/2"
1.71SrCo2V2O8,1.71,https://www.cryst.ehu.es/magndata/index.php?this_label=1.71,"1, 1, 1"
1.72Sr2CoOsO6,1.72,https://www.cryst.ehu.es/magndata/index.php?this_label=1.72,"1/2, 1/2, 0"
1.73CaV2O4,1.73,https://www.cryst.ehu.es/magndata/index.php?this_label=1.73,"0, 1/2, 1/2"
1.74BiMn2O5,1.74,https://www.cryst.ehu.es/magndata/index.php?this_label=1.74,"1/2, 0, 1/2"
1.75BiMn2O5,1.75,https://www.cryst.ehu.es/magndata/index.php?this_label=1.75,"1/2, 0, 1/2"
1.76DyMn2O5,1.76,https://www.cryst.ehu.es/magndata/index.php?this_label=1.76,"1/2, 0, 0"
1.77Sr2IrO4,1.77,https://www.cryst.ehu.es/magndata/index.php?this_label=1.77,"1, 1, 1"
1.78Li2MnSiO4,1.78,https://www.cryst.ehu.es/magndata/index.php?this_label=1.78,"1/2, 0, 1/2"
1.79Li2CoSiO4,1.79,https://www.cryst.ehu.es/magndata/index.php?this_label=1.79,"0, 1/2, 1/2"
1.80Dy2CoGa8,1.8,https://www.cryst.ehu.es/magndata/index.php?this_label=1.80,"1/2, 1/2, 1/2"
1.81GdIn3,1.81,https://www.cryst.ehu.es/magndata/index.php?this_label=1.81,"1/2, 1/2, 0"
1.82Nd2RhIn8,1.82,https://www.cryst.ehu.es/magndata/index.php?this_label=1.82,"1/2, 1/2, 1/2"
1.83BaFeO2.5,1.83,https://www.cryst.ehu.es/magndata/index.php?this_label=1.83,"1/2, 0, 0"
1.84SrFeO2F,1.84,https://www.cryst.ehu.es/magndata/index.php?this_label=1.84,"1/2, 1/2, 1/2"
1.85alpha-Mn,1.85,https://www.cryst.ehu.es/magndata/index.php?this_label=1.85,"1, 0, 0"
1.86GeV4S8,1.86,https://www.cryst.ehu.es/magndata/index.php?this_label=1.86,"1/2, 1/2, 0"
1.87Tb2CoGa8,1.87,https://www.cryst.ehu.es/magndata/index.php?this_label=1.87,"1/2, 1/2, 1/2"
1.88Mn5Si3,1.88,https://www.cryst.ehu.es/magndata/index.php?this_label=1.88,"0, 1/2, 0"
1.89DyFe3(BO3)4,1.89,https://www.cryst.ehu.es/magndata/index.php?this_label=1.89,"0, 0, 1/2"
1.90YFe3(BO3)4,1.9,https://www.cryst.ehu.es/magndata/index.php?this_label=1.90,"0, 0, 1/2"
1.91TbFe3(BO3)4,1.91,https://www.cryst.ehu.es/magndata/index.php?this_label=1.91,"0, 0, 1/2"
1.92HoFe3(BO3)4,1.92,https://www.cryst.ehu.es/magndata/index.php?this_label=1.92,"0, 0, 1/2"
1.93HoFe3(BO3)4,1.93,https://www.cryst.ehu.es/magndata/index.php?this_label=1.93,"0, 0, 1/2"
1.94Ba3LaRu2O9,1.94,https://www.cryst.ehu.es/magndata/index.php?this_label=1.94,"0, 1/2, 0"
1.95BaNd2O4,1.95,https://www.cryst.ehu.es/magndata/index.php?this_label=1.95,"0, 1/2, 1/2"
1.96BaNd2O4,1.96,https://www.cryst.ehu.es/magndata/index.php?this_label=1.96,"0, 1/2, 1/2"
1.97Li2MnO3,1.97,https://www.cryst.ehu.es/magndata/index.php?this_label=1.97,"0, 0, 1/2"
1.98DyFe4Ge2,1.98,https://www.cryst.ehu.es/magndata/index.php?this_label=1.98,"1/4, 1/4, 0"
1.99CsCoCl3(D2O)2,1.99,https://www.cryst.ehu.es/magndata/index.php?this_label=1.99,"0, 1/2, 0"
1.100Cu2MnSnS4,1.1,https://www.cryst.ehu.es/magndata/index.php?this_label=1.100,"1/2, 0, 1/2"
1.101LuMnO3,1.101,https://www.cryst.ehu.es/magndata/index.php?this_label=1.101,"0, 1/2, 0"
1.102U2Ni2In,1.102,https://www.cryst.ehu.es/magndata/index.php?this_label=1.102,"0, 0, 1/2"
1.103U2Rh2Sn,1.103,https://www.cryst.ehu.es/magndata/index.php?this_label=1.103,"0, 0, 1/2"
1.104Gd2CuO4,1.104,https://www.cryst.ehu.es/magndata/index.php?this_label=1.104,"1/2, 1/2, 0"
1.105Gd2CuO4,1.105,https://www.cryst.ehu.es/magndata/index.php?this_label=1.105,"0, 1, 0"
1.106Pr2CuO4,1.106,https://www.cryst.ehu.es/magndata/index.php?this_label=1.106,"1/2, 1/2, 0"
1.107Sm2CuO4,1.107,https://www.cryst.ehu.es/magndata/index.php?this_label=1.107,"1/2, 1/2, 0"
1.108TbMn2O5,1.108,https://www.cryst.ehu.es/magndata/index.php?this_label=1.108,"1/2, 0, 1/4"
1.109HoMn2O5,1.109,https://www.cryst.ehu.es/magndata/index.php?this_label=1.109,"1/2, 0, 1/4"
1.110ScMn6Ge6,1.11,https://www.cryst.ehu.es/magndata/index.php?this_label=1.110,"0, 0, 1/2"
1.111GdBiPt,1.111,https://www.cryst.ehu.es/magndata/index.php?this_label=1.111,"1/2, 1/2, 1/2"
1.112NiTa2O6,1.112,https://www.cryst.ehu.es/magndata/index.php?this_label=1.112,"1/4, -1/4, 1/2"
1.113NiSb2O6,1.113,https://www.cryst.ehu.es/magndata/index.php?this_label=1.113,"1/2, 0, 1/2"
1.114Ca4IrO6,1.114,https://www.cryst.ehu.es/magndata/index.php?this_label=1.114,"1/2, 1/2, 0"
1.115Dy3Ru4Al12,1.115,https://www.cryst.ehu.es/magndata/index.php?this_label=1.115,"1/2, 0, 1/2"
1.116AgMnVO4,1.116,https://www.cryst.ehu.es/magndata/index.php?this_label=1.116,"1/2, 0, 1/2"
1.117NaFePO4,1.117,https://www.cryst.ehu.es/magndata/index.php?this_label=1.117,"1/2, 0, 1/2"
1.118GdPO4,1.118,https://www.cryst.ehu.es/magndata/index.php?this_label=1.118,"1/2, 0, 1/2"
1.119LaMn3V4O12,1.119,https://www.cryst.ehu.es/magndata/index.php?this_label=1.119,"1, 0, 0"
1.120BaFe2Se3,1.12,https://www.cryst.ehu.es/magndata/index.php?this_label=1.120,"1/2, 1/2, 1/2"
1.121NaFeSO4F,1.121,https://www.cryst.ehu.es/magndata/index.php?this_label=1.121,"1, 0, 0"
1.122Cu3Bi(SeO3)2O2Br,1.122,https://www.cryst.ehu.es/magndata/index.php?this_label=1.122,"0, 0, 1/2"
1.123Cu3Y(SeO3)2O2Cl,1.123,https://www.cryst.ehu.es/magndata/index.php?this_label=1.123,"0, 0, 1/2"
1.124YBaFe4O7,1.124,https://www.cryst.ehu.es/magndata/index.php?this_label=1.124,"0, 0, 1/2"
1.125LaFeAsO,1.125,https://www.cryst.ehu.es/magndata/index.php?this_label=1.125,"1, 0, 1/2"
1.126NaCoSO4F,1.126,https://www.cryst.ehu.es/magndata/index.php?this_label=1.126,"1, 0, 0"
1.127BiNiO(PO4),1.127,https://www.cryst.ehu.es/magndata/index.php?this_label=1.127,"-1/2, 0, 1/2"
1.128BiCoO(PO4),1.128,https://www.cryst.ehu.es/magndata/index.php?this_label=1.128,"-1/2, 0, 1/2"
1.129AgFe3(SO4)2(OD)6,1.129,https://www.cryst.ehu.es/magndata/index.php?this_label=1.129,"0, 0, 3/2"
1.130Cr2As,1.13,https://www.cryst.ehu.es/magndata/index.php?this_label=1.130,"0, 0, 1/2"
1.131Fe2As,1.131,https://www.cryst.ehu.es/magndata/index.php?this_label=1.131,"0, 0, 1/2"
1.132Mn2As,1.132,https://www.cryst.ehu.es/magndata/index.php?this_label=1.132,"0, 0, 1/2"
1.133CuSb2O6,1.133,https://www.cryst.ehu.es/magndata/index.php?this_label=1.133,"1/2, 0, 1/2"
1.134Co2C10O8H2,1.134,https://www.cryst.ehu.es/magndata/index.php?this_label=1.134,"0, 1, 0"
1.135C8H10Co2O11,1.135,https://www.cryst.ehu.es/magndata/index.php?this_label=1.135,"1/2, 0, 0"
1.136AgCrS2,1.136,https://www.cryst.ehu.es/magndata/index.php?this_label=1.136,"-3/4, 3/4, -3/4"
1.137Sr2CaIrO6,1.137,https://www.cryst.ehu.es/magndata/index.php?this_label=1.137,"1/2, 1/2, 0"
1.138MgV2O4,1.138,https://www.cryst.ehu.es/magndata/index.php?this_label=1.138,"0, 0, 1"
