Full Label,Numeric Label,URL,Propagation Vector
0.245Li1.5Fe(SO4)2,0.245,https://www.cryst.ehu.es/magndata/index.php?this_label=0.245,"0, 0, 0"
0.246LiFe(SO4)2,0.246,https://www.cryst.ehu.es/magndata/index.php?this_label=0.246,"0, 0, 0"
0.247Nd2NiO4.11,0.247,https://www.cryst.ehu.es/magndata/index.php?this_label=0.247,"0, 0, 0"
0.248TbPt0.8Cu0.2,0.248,https://www.cryst.ehu.es/magndata/index.php?this_label=0.248,"0, 0, 0"
0.249NdNi0.6Cu0.4,0.249,https://www.cryst.ehu.es/magndata/index.php?this_label=0.249,"0, 0, 0"
0.250(NH2(CH3)2)(FeCo(HCOO)6),0.25,https://www.cryst.ehu.es/magndata/index.php?this_label=0.250,"0, 0, 0"
0.251(NH2(CH3)2)(FeMn(HCOO)6),0.251,https://www.cryst.ehu.es/magndata/index.php?this_label=0.251,"0, 0, 0"
0.252Cs2FeCl5.D2O,0.252,https://www.cryst.ehu.es/magndata/index.php?this_label=0.252,"0, 0, 0"
0.253Cs2FeCl5.D2O,0.253,https://www.cryst.ehu.es/magndata/index.php?this_label=0.253,"0, 0, 0"
0.254[C(ND2)3]Cu(DCOO)3,0.254,https://www.cryst.ehu.es/magndata/index.php?this_label=0.254,"0, 0, 0"
0.255[C(ND2)3]Cu(DCOO)3,0.255,https://www.cryst.ehu.es/magndata/index.php?this_label=0.255,"0, 0, 0"
0.256[C(ND2)3]Mn(DCOO)3,0.256,https://www.cryst.ehu.es/magndata/index.php?this_label=0.256,"0, 0, 0"
0.257[C(ND2)3]Co(DCOO)3,0.257,https://www.cryst.ehu.es/magndata/index.php?this_label=0.257,"0, 0, 0"
0.258Li3Fe2(PO4)3,0.258,https://www.cryst.ehu.es/magndata/index.php?this_label=0.258,"0, 0, 0"
0.259Li3Fe2(PO4)3,0.259,https://www.cryst.ehu.es/magndata/index.php?this_label=0.259,"0, 0, 0"
0.260CuFePO5,0.26,https://www.cryst.ehu.es/magndata/index.php?this_label=0.260,"0, 0, 0"
0.261NiFePO5,0.261,https://www.cryst.ehu.es/magndata/index.php?this_label=0.261,"0, 0, 0"
0.262CoFePO5,0.262,https://www.cryst.ehu.es/magndata/index.php?this_label=0.262,"0, 0, 0"
0.263Fe2PO5,0.263,https://www.cryst.ehu.es/magndata/index.php?this_label=0.263,"0, 0, 0"
0.264Fe3(PO4)2,0.264,https://www.cryst.ehu.es/magndata/index.php?this_label=0.264,"0, 0, 0"
0.265Mn3(Co0.61Mn0.39)N,0.265,https://www.cryst.ehu.es/magndata/index.php?this_label=0.265,"0, 0, 0"
0.266Na2BaCo(VO4)2,0.266,https://www.cryst.ehu.es/magndata/index.php?this_label=0.266,"0, 0, 0"
0.267YbMnBi2,0.267,https://www.cryst.ehu.es/magndata/index.php?this_label=0.267,"0, 0, 0"
0.268Tb2MnNiO6,0.268,https://www.cryst.ehu.es/magndata/index.php?this_label=0.268,"0, 0, 0"
0.269Tb2MnNiO6,0.269,https://www.cryst.ehu.es/magndata/index.php?this_label=0.269,"0, 0, 0"
0.270Tb2MnNiO6,0.27,https://www.cryst.ehu.es/magndata/index.php?this_label=0.270,"0, 0, 0"
0.271Tb2MnNiO6,0.271,https://www.cryst.ehu.es/magndata/index.php?this_label=0.271,"0, 0, 0"
0.272Tb2MnNiO6,0.272,https://www.cryst.ehu.es/magndata/index.php?this_label=0.272,"0, 0, 0"
0.273Mn3ZnN,0.273,https://www.cryst.ehu.es/magndata/index.php?this_label=0.273,"0, 0, 0"
0.274Mn4N,0.274,https://www.cryst.ehu.es/magndata/index.php?this_label=0.274,"0, 0, 0"
0.275Mn3AlN,0.275,https://www.cryst.ehu.es/magndata/index.php?this_label=0.275,"0, 0, 0"
0.276Mn3AlN,0.276,https://www.cryst.ehu.es/magndata/index.php?this_label=0.276,"0, 0, 0"
0.277MgMnO3,0.277,https://www.cryst.ehu.es/magndata/index.php?this_label=0.277,"0, 0, 0"
0.278Cu0.82Mn1.18As,0.278,https://www.cryst.ehu.es/magndata/index.php?this_label=0.278,"0, 0, 0"
0.279Mn3As,0.279,https://www.cryst.ehu.es/magndata/index.php?this_label=0.279,"0, 0, 0"
0.280Mn3As,0.28,https://www.cryst.ehu.es/magndata/index.php?this_label=0.280,"0, 0, 0"
0.281Co2V2O7,0.281,https://www.cryst.ehu.es/magndata/index.php?this_label=0.281,"0, 0, 0"
0.282U14Au51,0.282,https://www.cryst.ehu.es/magndata/index.php?this_label=0.282,"0, 0, 0"
0.283U14Au51,0.283,https://www.cryst.ehu.es/magndata/index.php?this_label=0.283,"0, 0, 0"
0.284KOsO4,0.284,https://www.cryst.ehu.es/magndata/index.php?this_label=0.284,"0, 0, 0"
0.285KRuO4,0.285,https://www.cryst.ehu.es/magndata/index.php?this_label=0.285,"0, 0, 0"
0.286Mn5Ge3,0.286,https://www.cryst.ehu.es/magndata/index.php?this_label=0.286,"0, 0, 0"
0.287SrCo(VO4)(OH),0.287,https://www.cryst.ehu.es/magndata/index.php?this_label=0.287,"0, 0, 0"
0.288NdMnO3,0.288,https://www.cryst.ehu.es/magndata/index.php?this_label=0.288,"0, 0, 0"
0.289NdMnO3,0.289,https://www.cryst.ehu.es/magndata/index.php?this_label=0.289,"0, 0, 0"
0.290CeCu2,0.29,https://www.cryst.ehu.es/magndata/index.php?this_label=0.290,"0, 0, 0"
0.291Tl2NiMnO6,0.291,https://www.cryst.ehu.es/magndata/index.php?this_label=0.291,"0, 0, 0"
0.292NiTe2O5,0.292,https://www.cryst.ehu.es/magndata/index.php?this_label=0.292,"0, 0, 0"
0.293(Tm0.7Mn0.3)MnO3,0.293,https://www.cryst.ehu.es/magndata/index.php?this_label=0.293,"0, 0, 0"
0.294Cu4(OD)6FBr,0.294,https://www.cryst.ehu.es/magndata/index.php?this_label=0.294,"0, 0, 0"
0.295Cu2(OD)3Cl,0.295,https://www.cryst.ehu.es/magndata/index.php?this_label=0.295,"0, 0, 0"
0.296Cu2(OD)3Cl,0.296,https://www.cryst.ehu.es/magndata/index.php?this_label=0.296,"0, 0, 0"
0.297NaCrGe2O6,0.297,https://www.cryst.ehu.es/magndata/index.php?this_label=0.297,"0, 0, 0"
0.298Na2BaFe(VO4)2,0.298,https://www.cryst.ehu.es/magndata/index.php?this_label=0.298,"0, 0, 0"
0.299Fe2O3,0.299,https://www.cryst.ehu.es/magndata/index.php?this_label=0.299,"0, 0, 0"
0.300Fe2O3,0.3,https://www.cryst.ehu.es/magndata/index.php?this_label=0.300,"0, 0, 0"
0.301Sr2CoTeO6,0.301,https://www.cryst.ehu.es/magndata/index.php?this_label=0.301,"0, 0, 0"
0.302Sr2Co0.9Mg0.1TeO6,0.302,https://www.cryst.ehu.es/magndata/index.php?this_label=0.302,"0, 0, 0"
0.303BaCrF5,0.303,https://www.cryst.ehu.es/magndata/index.php?this_label=0.303,"0, 0, 0"
0.304Pr0.5Sr0.5CoO3,0.304,https://www.cryst.ehu.es/magndata/index.php?this_label=0.304,"0, 0, 0"
0.305Pr0.5Sr0.5CoO3,0.305,https://www.cryst.ehu.es/magndata/index.php?this_label=0.305,"0, 0, 0"
0.306GaFeO3,0.306,https://www.cryst.ehu.es/magndata/index.php?this_label=0.306,"0, 0, 0"
0.307ScCrO3,0.307,https://www.cryst.ehu.es/magndata/index.php?this_label=0.307,"0, 0, 0"
0.308InCrO3,0.308,https://www.cryst.ehu.es/magndata/index.php?this_label=0.308,"0, 0, 0"
0.309TlCrO3,0.309,https://www.cryst.ehu.es/magndata/index.php?this_label=0.309,"0, 0, 0"
0.310NaMnFeF6,0.31,https://www.cryst.ehu.es/magndata/index.php?this_label=0.310,"0, 0, 0"
0.311CoGeO3,0.311,https://www.cryst.ehu.es/magndata/index.php?this_label=0.311,"0, 0, 0"
0.312MnGeO3,0.312,https://www.cryst.ehu.es/magndata/index.php?this_label=0.312,"0, 0, 0"
0.313MnGeO3,0.313,https://www.cryst.ehu.es/magndata/index.php?this_label=0.313,"0, 0, 0"
0.314ZrCo2Ge4O12,0.314,https://www.cryst.ehu.es/magndata/index.php?this_label=0.314,"0, 0, 0"
0.315ZrMn2Ge4O12,0.315,https://www.cryst.ehu.es/magndata/index.php?this_label=0.315,"0, 0, 0"
0.316DyCrWO6,0.316,https://www.cryst.ehu.es/magndata/index.php?this_label=0.316,"0, 0, 0"
0.317Ho2CoMnO6,0.317,https://www.cryst.ehu.es/magndata/index.php?this_label=0.317,"0, 0, 0"
0.318Tm2CoMnO6,0.318,https://www.cryst.ehu.es/magndata/index.php?this_label=0.318,"0, 0, 0"
0.319Tm2CoMnO6,0.319,https://www.cryst.ehu.es/magndata/index.php?this_label=0.319,"0, 0, 0"
0.320U2Pd2In,0.32,https://www.cryst.ehu.es/magndata/index.php?this_label=0.320,"0, 0, 0"
0.321U2Pd2Sn,0.321,https://www.cryst.ehu.es/magndata/index.php?this_label=0.321,"0, 0, 0"
0.322Cu1.94Mn1.06BO5,0.322,https://www.cryst.ehu.es/magndata/index.php?this_label=0.322,"0, 0, 0"
0.323LaCrO3,0.323,https://www.cryst.ehu.es/magndata/index.php?this_label=0.323,"0, 0, 0"
0.324CdYb2S4,0.324,https://www.cryst.ehu.es/magndata/index.php?this_label=0.324,"0, 0, 0"
0.325CdYb2Se4,0.325,https://www.cryst.ehu.es/magndata/index.php?this_label=0.325,"0, 0, 0"
0.326Nd2Sn2O7,0.326,https://www.cryst.ehu.es/magndata/index.php?this_label=0.326,"0, 0, 0"
0.327CsMnF4,0.327,https://www.cryst.ehu.es/magndata/index.php?this_label=0.327,"0, 0, 0"
0.328KMnF4,0.328,https://www.cryst.ehu.es/magndata/index.php?this_label=0.328,"0, 0, 0"
0.329RbMnF4,0.329,https://www.cryst.ehu.es/magndata/index.php?this_label=0.329,"0, 0, 0"
0.330ErGe3,0.33,https://www.cryst.ehu.es/magndata/index.php?this_label=0.330,"0, 0, 0"
0.331Fe2Mo3O8,0.331,https://www.cryst.ehu.es/magndata/index.php?this_label=0.331,"0, 0, 0"
0.332Co2Mo3O8,0.332,https://www.cryst.ehu.es/magndata/index.php?this_label=0.332,"0, 0, 0"
0.333Mn2Mo3O8,0.333,https://www.cryst.ehu.es/magndata/index.php?this_label=0.333,"0, 0, 0"
0.334CoF3,0.334,https://www.cryst.ehu.es/magndata/index.php?this_label=0.334,"0, 0, 0"
0.335FeF3,0.335,https://www.cryst.ehu.es/magndata/index.php?this_label=0.335,"0, 0, 0"
0.336NdFeO3,0.336,https://www.cryst.ehu.es/magndata/index.php?this_label=0.336,"0, 0, 0"
0.337NdFeO3,0.337,https://www.cryst.ehu.es/magndata/index.php?this_label=0.337,"0, 0, 0"
0.338Co2Mo3O8,0.338,https://www.cryst.ehu.es/magndata/index.php?this_label=0.338,"0, 0, 0"
0.339Nd2Hf2O7,0.339,https://www.cryst.ehu.es/magndata/index.php?this_label=0.339,"0, 0, 0"
0.340Nd2Zr2O7,0.34,https://www.cryst.ehu.es/magndata/index.php?this_label=0.340,"0, 0, 0"
0.341DyGe1.75,0.341,https://www.cryst.ehu.es/magndata/index.php?this_label=0.341,"0, 0, 0"
0.342Tb3Ge5,0.342,https://www.cryst.ehu.es/magndata/index.php?this_label=0.342,"0, 0, 0"
0.343TbGe2,0.343,https://www.cryst.ehu.es/magndata/index.php?this_label=0.343,"0, 0, 0"
0.344ErGe1.83,0.344,https://www.cryst.ehu.es/magndata/index.php?this_label=0.344,"0, 0, 0"
0.345Tb2C3,0.345,https://www.cryst.ehu.es/magndata/index.php?this_label=0.345,"0, 0, 0"
0.346Tb2ReC2,0.346,https://www.cryst.ehu.es/magndata/index.php?this_label=0.346,"0, 0, 0"
0.347Er2ReC2,0.347,https://www.cryst.ehu.es/magndata/index.php?this_label=0.347,"0, 0, 0"
0.348Bi2CuO4,0.348,https://www.cryst.ehu.es/magndata/index.php?this_label=0.348,"0, 0, 0"
0.349Nd2NiO4,0.349,https://www.cryst.ehu.es/magndata/index.php?this_label=0.349,"0, 0, 0"
0.350TbAlO3,0.35,https://www.cryst.ehu.es/magndata/index.php?this_label=0.350,"0, 0, 0"
0.351TbFeO3,0.351,https://www.cryst.ehu.es/magndata/index.php?this_label=0.351,"0, 0, 0"
0.352TbFeO3,0.352,https://www.cryst.ehu.es/magndata/index.php?this_label=0.352,"0, 0, 0"
0.353TbFeO3,0.353,https://www.cryst.ehu.es/magndata/index.php?this_label=0.353,"0, 0, 0"
0.354TbCrO3,0.354,https://www.cryst.ehu.es/magndata/index.php?this_label=0.354,"0, 0, 0"
0.355Mn2.85Ga1.15,0.355,https://www.cryst.ehu.es/magndata/index.php?this_label=0.355,"0, 0, 0"
0.356Mn2.85Ga1.15,0.356,https://www.cryst.ehu.es/magndata/index.php?this_label=0.356,"0, 0, 0"
0.357CaFe5O7,0.357,https://www.cryst.ehu.es/magndata/index.php?this_label=0.357,"0, 0, 0"
0.358CaFe5O7,0.358,https://www.cryst.ehu.es/magndata/index.php?this_label=0.358,"0, 0, 0"
0.359Mn2ScSbO6,0.359,https://www.cryst.ehu.es/magndata/index.php?this_label=0.359,"0, 0, 0"
0.360Mn2ScSbO6,0.36,https://www.cryst.ehu.es/magndata/index.php?this_label=0.360,"0, 0, 0"
0.361Sr3LiRuO6,0.361,https://www.cryst.ehu.es/magndata/index.php?this_label=0.361,"0, 0, 0"
0.362RbFeCl5(D2O),0.362,https://www.cryst.ehu.es/magndata/index.php?this_label=0.362,"0, 0, 0"
0.363KFeCl5(D2O),0.363,https://www.cryst.ehu.es/magndata/index.php?this_label=0.363,"0, 0, 0"
0.364SrCr2As2,0.364,https://www.cryst.ehu.es/magndata/index.php?this_label=0.364,"0, 0, 0"
0.365BaCr2As2,0.365,https://www.cryst.ehu.es/magndata/index.php?this_label=0.365,"0, 0, 0"
0.366BaCrFeAs2,0.366,https://www.cryst.ehu.es/magndata/index.php?this_label=0.366,"0, 0, 0"
0.367EuCr2As2,0.367,https://www.cryst.ehu.es/magndata/index.php?this_label=0.367,"0, 0, 0"
0.368(CH3NH3)(Co(COOH)3,0.368,https://www.cryst.ehu.es/magndata/index.php?this_label=0.368,"0, 0, 0"
0.369(CH3NH3)(Co(COOH)3,0.369,https://www.cryst.ehu.es/magndata/index.php?this_label=0.369,"0, 0, 0"
0.370NdMnO3,0.37,https://www.cryst.ehu.es/magndata/index.php?this_label=0.370,"0, 0, 0"
0.371NdMnO3,0.371,https://www.cryst.ehu.es/magndata/index.php?this_label=0.371,"0, 0, 0"
0.372DyCrO4,0.372,https://www.cryst.ehu.es/magndata/index.php?this_label=0.372,"0, 0, 0"
0.373La0.75Bi0.25Fe0.5Cr0.5O3,0.373,https://www.cryst.ehu.es/magndata/index.php?this_label=0.373,"0, 0, 0"
0.374YNi4Si,0.374,https://www.cryst.ehu.es/magndata/index.php?this_label=0.374,"0, 0, 0"
0.375La2CoIrO6,0.375,https://www.cryst.ehu.es/magndata/index.php?this_label=0.375,"0, 0, 0"
0.376LaCaFeO4,0.376,https://www.cryst.ehu.es/magndata/index.php?this_label=0.376,"0, 0, 0"
0.377Mn3Ge,0.377,https://www.cryst.ehu.es/magndata/index.php?this_label=0.377,"0, 0, 0"
0.378UBi2,0.378,https://www.cryst.ehu.es/magndata/index.php?this_label=0.378,"0, 0, 0"
0.379SmFeO3,0.379,https://www.cryst.ehu.es/magndata/index.php?this_label=0.379,"0, 0, 0"
0.380SmFeO3,0.38,https://www.cryst.ehu.es/magndata/index.php?this_label=0.380,"0, 0, 0"
0.381Co6(OH)3(TeO3)4(OH)0.9(H20),0.381,https://www.cryst.ehu.es/magndata/index.php?this_label=0.381,"0, 0, 0"
0.382LiMnPO4,0.382,https://www.cryst.ehu.es/magndata/index.php?this_label=0.382,"0, 0, 0"
0.383LiCoPO4,0.383,https://www.cryst.ehu.es/magndata/index.php?this_label=0.383,"0, 0, 0"
0.384LiCoPO4,0.384,https://www.cryst.ehu.es/magndata/index.php?this_label=0.384,"0, 0, 0"
0.385LiCoPO4,0.385,https://www.cryst.ehu.es/magndata/index.php?this_label=0.385,"0, 0, 0"
0.386Fe3BO5,0.386,https://www.cryst.ehu.es/magndata/index.php?this_label=0.386,"0, 0, 0"
0.387Fe3BO5,0.387,https://www.cryst.ehu.es/magndata/index.php?this_label=0.387,"0, 0, 0"
0.388Co3Al2Si3O12,0.388,https://www.cryst.ehu.es/magndata/index.php?this_label=0.388,"0, 0, 0"
0.389Fe1.5Mn1.5BO5,0.389,https://www.cryst.ehu.es/magndata/index.php?this_label=0.389,"0, 0, 0"
0.390Y2SrCu0.6Co1.4O6.5,0.39,https://www.cryst.ehu.es/magndata/index.php?this_label=0.390,"0, 0, 0"
0.391Y2SrCu0.6Co1.4O6.5,0.391,https://www.cryst.ehu.es/magndata/index.php?this_label=0.391,"0, 0, 0"
0.392Fe3(PO4)2(OH)2,0.392,https://www.cryst.ehu.es/magndata/index.php?this_label=0.392,"0, 0, 0"
0.393Cu4(OH)6FBr,0.393,https://www.cryst.ehu.es/magndata/index.php?this_label=0.393,"0, 0, 0"
0.394Cu2CdB2O6,0.394,https://www.cryst.ehu.es/magndata/index.php?this_label=0.394,"0, 0, 0"
0.395MnPtGa,0.395,https://www.cryst.ehu.es/magndata/index.php?this_label=0.395,"0, 0, 0"
0.396MnPtGa,0.396,https://www.cryst.ehu.es/magndata/index.php?this_label=0.396,"0, 0, 0"
0.397Mn3Si2Te6,0.397,https://www.cryst.ehu.es/magndata/index.php?this_label=0.397,"0, 0, 0"
0.398Ca2RuO4,0.398,https://www.cryst.ehu.es/magndata/index.php?this_label=0.398,"0, 0, 0"
0.399FeOOH,0.399,https://www.cryst.ehu.es/magndata/index.php?this_label=0.399,"0, 0, 0"
0.400Sr2Fe1.9Co0.1O5.5,0.4,https://www.cryst.ehu.es/magndata/index.php?this_label=0.400,"0, 0, 0"
0.401Sr4Fe4O11,0.401,https://www.cryst.ehu.es/magndata/index.php?this_label=0.401,"0, 0, 0"
0.402Sr4Fe4O11,0.402,https://www.cryst.ehu.es/magndata/index.php?this_label=0.402,"0, 0, 0"
0.403NdCo2,0.403,https://www.cryst.ehu.es/magndata/index.php?this_label=0.403,"0, 0, 0"
0.404Sr3NaRuO6,0.404,https://www.cryst.ehu.es/magndata/index.php?this_label=0.404,"0, 0, 0"
0.405CsCoF4,0.405,https://www.cryst.ehu.es/magndata/index.php?this_label=0.405,"0, 0, 0"
0.406GdNiSi3,0.406,https://www.cryst.ehu.es/magndata/index.php?this_label=0.406,"0, 0, 0"
0.407NdSi,0.407,https://www.cryst.ehu.es/magndata/index.php?this_label=0.407,"0, 0, 0"
0.408PrSi,0.408,https://www.cryst.ehu.es/magndata/index.php?this_label=0.408,"0, 0, 0"
0.409TmNi,0.409,https://www.cryst.ehu.es/magndata/index.php?this_label=0.409,"0, 0, 0"
0.410GdAlO3,0.41,https://www.cryst.ehu.es/magndata/index.php?this_label=0.410,"0, 0, 0"
0.411Tb5Ge4,0.411,https://www.cryst.ehu.es/magndata/index.php?this_label=0.411,"0, 0, 0"
0.412Tb5Ge4,0.412,https://www.cryst.ehu.es/magndata/index.php?this_label=0.412,"0, 0, 0"
0.413UGeSe,0.413,https://www.cryst.ehu.es/magndata/index.php?this_label=0.413,"0, 0, 0"
0.414AlFe2B2,0.414,https://www.cryst.ehu.es/magndata/index.php?this_label=0.414,"0, 0, 0"
0.415EuFe2P2,0.415,https://www.cryst.ehu.es/magndata/index.php?this_label=0.415,"0, 0, 0"
0.416LaCrO3,0.416,https://www.cryst.ehu.es/magndata/index.php?this_label=0.416,"0, 0, 0"
0.417LaCrO3,0.417,https://www.cryst.ehu.es/magndata/index.php?this_label=0.417,"0, 0, 0"
0.418K0.8Fe1.8Se2,0.418,https://www.cryst.ehu.es/magndata/index.php?this_label=0.418,"0, 0, 0"
0.419Er2Ge2O7,0.419,https://www.cryst.ehu.es/magndata/index.php?this_label=0.419,"0, 0, 0"
0.420Sr2LuRuO6,0.42,https://www.cryst.ehu.es/magndata/index.php?this_label=0.420,"0, 0, 0"
0.421EuMnSb2,0.421,https://www.cryst.ehu.es/magndata/index.php?this_label=0.421,"0, 0, 0"
0.422EuMnSb2,0.422,https://www.cryst.ehu.es/magndata/index.php?this_label=0.422,"0, 0, 0"
0.423EuMnSb2,0.423,https://www.cryst.ehu.es/magndata/index.php?this_label=0.423,"0, 0, 0"
0.424EuMnSb2,0.424,https://www.cryst.ehu.es/magndata/index.php?this_label=0.424,"0, 0, 0"
0.425Na2CoP2O7,0.425,https://www.cryst.ehu.es/magndata/index.php?this_label=0.425,"0, 0, 0"
0.426EuMnBi2,0.426,https://www.cryst.ehu.es/magndata/index.php?this_label=0.426,"0, 0, 0"
0.427Sm2Ti2O7,0.427,https://www.cryst.ehu.es/magndata/index.php?this_label=0.427,"0, 0, 0"
0.428BaMn2Si2O7,0.428,https://www.cryst.ehu.es/magndata/index.php?this_label=0.428,"0, 0, 0"
0.429CaCr0.86Fe3.14As3,0.429,https://www.cryst.ehu.es/magndata/index.php?this_label=0.429,"0, 0, 0"
0.430Yb3Pt4,0.43,https://www.cryst.ehu.es/magndata/index.php?this_label=0.430,"0, 0, 0"
0.431CuB2O4,0.431,https://www.cryst.ehu.es/magndata/index.php?this_label=0.431,"0, 0, 0"
0.432KMnF3,0.432,https://www.cryst.ehu.es/magndata/index.php?this_label=0.432,"0, 0, 0"
0.433KMnF3,0.433,https://www.cryst.ehu.es/magndata/index.php?this_label=0.433,"0, 0, 0"
0.434K2ReI6,0.434,https://www.cryst.ehu.es/magndata/index.php?this_label=0.434,"0, 0, 0"
0.435Pb5Fe3TiO11Cl,0.435,https://www.cryst.ehu.es/magndata/index.php?this_label=0.435,"1/2, 1/2, 0"
0.436TbNi4Si,0.436,https://www.cryst.ehu.es/magndata/index.php?this_label=0.436,"0, 0, 0"
0.437Ho3NiGe2,0.437,https://www.cryst.ehu.es/magndata/index.php?this_label=0.437,"0, 0, 0"
0.438Pr3CoGe2,0.438,https://www.cryst.ehu.es/magndata/index.php?this_label=0.438,"0, 0, 0"
0.439Tb3NiGe2,0.439,https://www.cryst.ehu.es/magndata/index.php?this_label=0.439,"0, 0, 0"
0.440SrCuTe2O6,0.44,https://www.cryst.ehu.es/magndata/index.php?this_label=0.440,"0, 0, 0"
0.441Fe4Nb2O9,0.441,https://www.cryst.ehu.es/magndata/index.php?this_label=0.441,"0, 0, 0"
0.442Fe4Nb2O9,0.442,https://www.cryst.ehu.es/magndata/index.php?this_label=0.442,"0, 0, 0"
0.443Fe4Nb2O9,0.443,https://www.cryst.ehu.es/magndata/index.php?this_label=0.443,"0, 0, 0"
0.444YbCl3,0.444,https://www.cryst.ehu.es/magndata/index.php?this_label=0.444,"0, 0, 0"
0.445MnCoGe,0.445,https://www.cryst.ehu.es/magndata/index.php?this_label=0.445,"0, 0, 0"
0.446MnCoGeB0.05,0.446,https://www.cryst.ehu.es/magndata/index.php?this_label=0.446,"0, 0, 0"
0.447MnCoGeB0.05,0.447,https://www.cryst.ehu.es/magndata/index.php?this_label=0.447,"0, 0, 0"
0.448Ce4Ge3,0.448,https://www.cryst.ehu.es/magndata/index.php?this_label=0.448,"0, 0, 0"
0.449Tb2Pt,0.449,https://www.cryst.ehu.es/magndata/index.php?this_label=0.449,"0, 0, 0"
0.450Nd5Ge4,0.45,https://www.cryst.ehu.es/magndata/index.php?this_label=0.450,"0, 0, 0"
0.451DyRuAsO,0.451,https://www.cryst.ehu.es/magndata/index.php?this_label=0.451,"0, 0, 0"
0.452TbRuAsO,0.452,https://www.cryst.ehu.es/magndata/index.php?this_label=0.452,"0, 0, 0"
0.453DyCoSi2,0.453,https://www.cryst.ehu.es/magndata/index.php?this_label=0.453,"0, 0, 0"
0.454PrScSb,0.454,https://www.cryst.ehu.es/magndata/index.php?this_label=0.454,"1, 1, 1"
0.455RbFeO2,0.455,https://www.cryst.ehu.es/magndata/index.php?this_label=0.455,"0, 0, 0"
0.456RbFeO2,0.456,https://www.cryst.ehu.es/magndata/index.php?this_label=0.456,"0, 0, 0"
0.457CsFeO2,0.457,https://www.cryst.ehu.es/magndata/index.php?this_label=0.457,"0, 0, 0"
0.458CsFeO2,0.458,https://www.cryst.ehu.es/magndata/index.php?this_label=0.458,"0, 0, 0"
0.459KFeO2,0.459,https://www.cryst.ehu.es/magndata/index.php?this_label=0.459,"0, 0, 0"
0.460KFeO2,0.46,https://www.cryst.ehu.es/magndata/index.php?this_label=0.460,"0, 0, 0"
0.461CoRh2O4,0.461,https://www.cryst.ehu.es/magndata/index.php?this_label=0.461,"0, 0, 0"
0.462MnAl2O4,0.462,https://www.cryst.ehu.es/magndata/index.php?this_label=0.462,"0, 0, 0"
0.463Co3O4,0.463,https://www.cryst.ehu.es/magndata/index.php?this_label=0.463,"0, 0, 0"
0.464BaMn2P2,0.464,https://www.cryst.ehu.es/magndata/index.php?this_label=0.464,"0, 0, 0"
0.465HoCr2Si2,0.465,https://www.cryst.ehu.es/magndata/index.php?this_label=0.465,"0, 0, 0"
0.466ThCr2Si2,0.466,https://www.cryst.ehu.es/magndata/index.php?this_label=0.466,"0, 0, 0"
0.467TbPO4,0.467,https://www.cryst.ehu.es/magndata/index.php?this_label=0.467,"0, 0, 0"
0.468ErB4,0.468,https://www.cryst.ehu.es/magndata/index.php?this_label=0.468,"0, 0, 0"
0.469TbB4,0.469,https://www.cryst.ehu.es/magndata/index.php?this_label=0.469,"0, 0, 0"
0.470BaMn2Sb2,0.47,https://www.cryst.ehu.es/magndata/index.php?this_label=0.470,"0, 0, 0"
0.471Ba2Mn3Sb2O2,0.471,https://www.cryst.ehu.es/magndata/index.php?this_label=0.471,"0, 0, 0"
0.472LaMn2Si2,0.472,https://www.cryst.ehu.es/magndata/index.php?this_label=0.472,"0, 0, 0"
0.473LaMn2Si2,0.473,https://www.cryst.ehu.es/magndata/index.php?this_label=0.473,"0, 0, 0"
0.474EuMn2Ge2,0.474,https://www.cryst.ehu.es/magndata/index.php?this_label=0.474,"0, 0, 0"
0.475Sr2TbIrO6,0.475,https://www.cryst.ehu.es/magndata/index.php?this_label=0.475,"0, 0, 0"
0.476Cs2[FeCl5(H2O)],0.476,https://www.cryst.ehu.es/magndata/index.php?this_label=0.476,"0, 0, 0"
0.477Mn4Ta2O9,0.477,https://www.cryst.ehu.es/magndata/index.php?this_label=0.477,"0, 0, 0"
0.478SmCrO3,0.478,https://www.cryst.ehu.es/magndata/index.php?this_label=0.478,"0, 0, 0"
0.479SmCrO3,0.479,https://www.cryst.ehu.es/magndata/index.php?this_label=0.479,"0, 0, 0"
0.480HoNi,0.48,https://www.cryst.ehu.es/magndata/index.php?this_label=0.480,"0, 0, 0"
0.481HoNi,0.481,https://www.cryst.ehu.es/magndata/index.php?this_label=0.481,"0, 0, 0"
0.482SrMn2As2,0.482,https://www.cryst.ehu.es/magndata/index.php?this_label=0.482,"0, 0, 0"
0.483YbMn2Sb2,0.483,https://www.cryst.ehu.es/magndata/index.php?this_label=0.483,"0, 0, 0"
0.484U2N2S,0.484,https://www.cryst.ehu.es/magndata/index.php?this_label=0.484,"0, 0, 0"
0.485U2N2Se,0.485,https://www.cryst.ehu.es/magndata/index.php?this_label=0.485,"0, 0, 0"
0.486ErCr2Si2,0.486,https://www.cryst.ehu.es/magndata/index.php?this_label=0.486,"0, 0, 0"
0.487ErCr2Si2,0.487,https://www.cryst.ehu.es/magndata/index.php?this_label=0.487,"0, 0, 0"
0.488YbMnO3,0.488,https://www.cryst.ehu.es/magndata/index.php?this_label=0.488,"0, 0, 0"
0.489YbMnO3,0.489,https://www.cryst.ehu.es/magndata/index.php?this_label=0.489,"0, 0, 0"
0.490YbMnO3,0.49,https://www.cryst.ehu.es/magndata/index.php?this_label=0.490,"0, 0, 0"
